species,Freeze.tmin.lo
Acronychia pullei,FreezingUnexposed
Acronychia suberosa,FreezingUnexposed
Acronychia trifoliolata,FreezingUnexposed
Acronychia vestita,FreezingUnexposed
Acronychia wilcoxiana,FreezingUnexposed
Acrophyllum australe,FreezingUnexposed
Acropogon dzumacensis,FreezingUnexposed
Acrostichum speciosum,FreezingUnexposed
Acrotriche aggregata,FreezingUnexposed
Acrotriche divaricata,FreezingExposed
Acrotriche rigida,FreezingUnexposed
Actaea rubra,FreezingExposed
Actaea spicata,FreezingExposed
Actephila excelsa,FreezingUnexposed
Actephila lindleyi,FreezingUnexposed
Actinidia arguta,FreezingExposed
Actinidia callosa,FreezingExposed
Actinidia chinensis,FreezingExposed
Actinidia deliciosa,FreezingExposed
Actinidia kolomikta,FreezingExposed
Actinidia latifolia,FreezingUnexposed
Actinidia polygama,FreezingExposed
Actinidia rufa,FreezingUnexposed
Actinidia strigosa,FreezingExposed
Actinobole uliginosum,FreezingUnexposed
Actinodaphne glomerata,FreezingUnexposed
Actinodaphne lancifolia,FreezingExposed
Actinodaphne mushaensis,FreezingExposed
Actinodaphne obovata,FreezingExposed
Actinodaphne pedicellata,FreezingUnexposed
Actinodaphne tayabensis,FreezingUnexposed
Actinostemon amazonicus,FreezingUnexposed
Actinostrobus pyramidalis,FreezingUnexposed
Actinotus helianthi,FreezingUnexposed
Actinotus minor,FreezingUnexposed
Actites megalocarpa,FreezingUnexposed
Adansonia digitata,FreezingExposed
Adansonia grandidieri,FreezingUnexposed
Adansonia madagascariensis,FreezingUnexposed
Adansonia rubrostipa,FreezingUnexposed
Adelia brandegeei,FreezingUnexposed
Adelia oaxacana,FreezingUnexposed
Adelia ricinella,FreezingUnexposed
Adelia triloba,FreezingUnexposed
Adelia virgata,FreezingUnexposed
Adelobotrys adscendens,FreezingUnexposed
Adenandra acuta,FreezingUnexposed
Adenandra marginata,FreezingUnexposed
Adenandra rotundifolia,FreezingUnexposed
Adenanthera intermedia,FreezingUnexposed
Adenanthera microsperma,FreezingUnexposed
Adenanthera pavonina,FreezingUnexposed
Adenanthos acanthophyllus,FreezingUnexposed
Adenanthos apiculatus,FreezingUnexposed
Adenanthos argyreus,FreezingUnexposed
Adenanthos barbigerus,FreezingUnexposed
Adenanthos cacomorphus,FreezingUnexposed
Adenanthos cuneatus,FreezingUnexposed
Adenanthos cunninghamii,FreezingExposed
Adenanthos cygnorum,FreezingUnexposed
Adenanthos detmoldii,FreezingUnexposed
Adenanthos dobagii,FreezingUnexposed
Adenanthos dobsonii,FreezingUnexposed
Adenanthos drummondii,FreezingUnexposed
Adenanthos ellipticus,FreezingUnexposed
Adenanthos eyrei,FreezingUnexposed
Adenanthos filifolius,FreezingUnexposed
Adenanthos flavidiflorus,FreezingUnexposed
Adenanthos forrestii,FreezingUnexposed
Adenanthos glabrescens,FreezingUnexposed
Adenanthos gracilipes,FreezingUnexposed
Adenanthos ileticos,FreezingUnexposed
Adenanthos labillardierei,FreezingUnexposed
Adenanthos linearis,FreezingUnexposed
Adenanthos macropodianus,FreezingUnexposed
Adenanthos meisneri,FreezingUnexposed
Adenanthos obovatus,FreezingUnexposed
Adenanthos oreophilus,FreezingUnexposed
Adenanthos pungens,FreezingUnexposed
Adenanthos sericeus,FreezingUnexposed
Adenanthos stictus,FreezingUnexposed
Adenanthos terminalis,FreezingUnexposed
Adenanthos velutinus,FreezingUnexposed
Adenanthos venosus,FreezingUnexposed
Adenaria floribunda,FreezingUnexposed
Adenia digitata,FreezingUnexposed
Adenium obesum,FreezingExposed
Adenocalymma apurense,FreezingUnexposed
Adenocalymma arthropetiolatum,FreezingUnexposed
Adenocalymma subincanum,FreezingUnexposed
Adenocarpus complicatus,FreezingExposed
Adenocarpus foliolosus,FreezingUnexposed
Adenocarpus telonensis,FreezingUnexposed
Adenocarpus viscosus,FreezingUnexposed
Adenocaulon himalaicum,FreezingExposed
Adenochlaena leucocephala,FreezingUnexposed
Adenodaphne spathulata,FreezingUnexposed
Adenodaphne triplinervia,FreezingUnexposed
Adenodaphne uniflora,FreezingUnexposed
Adenodolichos rupestris,FreezingUnexposed
Adenophora liliifolia,FreezingExposed
Adenophora potaninii,FreezingExposed
Adenophora remotiflora,FreezingExposed
Adenophora stenanthina,FreezingExposed
Adenophora triphylla,FreezingExposed
Adenophora verticillata,FreezingExposed
Adenopodia polystachya,FreezingUnexposed
Adenostoma fasciculatum,FreezingExposed
Adenostoma sparsifolium,FreezingUnexposed
Adenostyles alliariae,FreezingExposed
Adenostyles glabra,FreezingExposed
Adenostyles leucophylla,FreezingExposed
Adesmia bicolor,FreezingUnexposed
Adesmia patagonica,FreezingUnexposed
Adesmia spinosissima,FreezingExposed
Adiantum aethiopicum,FreezingExposed
Adiantum capillus,FreezingExposed
Adiantum capillus-veneris,FreezingExposed
Adiantum caudatum,FreezingUnexposed
Adiantum diaphanum,FreezingUnexposed
Adiantum flabellulatum,FreezingUnexposed
Adiantum formosum,FreezingUnexposed
Adiantum hispidulum,FreezingUnexposed
Adiantum humile,FreezingUnexposed
Adiantum incisum,FreezingUnexposed
Adiantum latifolium,FreezingUnexposed
Adiantum mettenii,FreezingUnexposed
Adiantum obliquum,FreezingUnexposed
Adiantum patens,FreezingUnexposed
Adiantum pedatum,FreezingExposed
Adiantum petiolatum,FreezingUnexposed
Adiantum philippense,FreezingUnexposed
Adiantum poiretii,FreezingExposed
Adiantum pulverulentum,FreezingUnexposed
Adiantum raddianum,FreezingExposed
Adiantum trapezoides,FreezingUnexposed
Adina cordifolia,FreezingUnexposed
Adina microcephala,FreezingUnexposed
Adina pilulifera,FreezingUnexposed
Adina polycephala,FreezingUnexposed
Adina rubella,FreezingExposed
Adinandra bockiana,FreezingExposed
Adinandra collina,FreezingUnexposed
Adinandra dumosa,FreezingUnexposed
Adinandra forbesii,FreezingUnexposed
Adinandra integerrima,FreezingUnexposed
Adinandra lamponga,FreezingUnexposed
Adinandra millettii,FreezingUnexposed
Adiscanthus fusciflorus,FreezingUnexposed
Adolphia californica,FreezingUnexposed
Adolphia infesta,FreezingExposed
Adonidia merrillii,FreezingUnexposed
Adonis aestivalis,FreezingExposed
Adonis amurensis,FreezingExposed
Adonis dentata,FreezingExposed
Adonis flammea,FreezingExposed
Adonis vernalis,FreezingExposed
Adoxa moschatellina,FreezingExposed
Adriana quadripartita,FreezingUnexposed
Aechmea bromeliifolia,FreezingUnexposed
Aechmea fulgens,FreezingExposed
Aechmea lueddemanniana,FreezingUnexposed
Aechmea mertensii,FreezingUnexposed
Aechmea nudicaulis,FreezingUnexposed
Aechmea tillandsioides,FreezingUnexposed
Aegialitis annulata,FreezingUnexposed
Aegiceras corniculatum,FreezingUnexposed
Aegilops biuncialis,FreezingExposed
Aegilops caudata,FreezingUnexposed
Aegilops columnaris,FreezingExposed
Aegilops crassa,FreezingExposed
Aegilops cylindrica,FreezingExposed
Aegilops geniculata,FreezingExposed
Aegilops juvenalis,FreezingExposed
Aegilops kotschyi,FreezingExposed
Aegilops longissima,FreezingUnexposed
Aegilops neglecta,FreezingExposed
Aegilops ovata,FreezingExposed
Aegilops peregrina,FreezingUnexposed
Aegilops searsii,FreezingExposed
Aegilops speltoides,FreezingExposed
Aegilops tauschii,FreezingExposed
Aegilops triuncialis,FreezingExposed
Aegilops umbellulata,FreezingExposed
Aegilops uniaristata,FreezingExposed
Aegilops vavilovii,FreezingExposed
Aegilops ventricosa,FreezingExposed
Aegiphila candelabrum,FreezingUnexposed
Aegiphila cephalophora,FreezingUnexposed
Aegiphila cordifolia,FreezingUnexposed
Aegiphila costaricensis,FreezingUnexposed
Aegiphila elata,FreezingUnexposed
Aegiphila falcata,FreezingUnexposed
Aegiphila haughtii,FreezingUnexposed
Aegiphila integrifolia,FreezingUnexposed
Aegiphila lhotskiana,FreezingUnexposed
Aegiphila lhotzkiana,FreezingUnexposed
Aegiphila mollis,FreezingUnexposed
Aegiphila panamensis,FreezingUnexposed
Aegiphila parviflora,FreezingUnexposed
Aegle marmelos,FreezingUnexposed
Aegopodium podagraria,FreezingExposed
Aegopogon cenchroides,FreezingExposed
Aeluropus littoralis,FreezingExposed
Aeollanthus namibiensis,FreezingUnexposed
Aeollanthus neglectus,FreezingUnexposed
Aeollanthus paradoxus,FreezingUnexposed
Aeollanthus pubescens,FreezingUnexposed
Aeollanthus repens,FreezingUnexposed
Aeollanthus suaveolens,FreezingUnexposed
Aeollanthus subacaulis,FreezingUnexposed
Aerangis biloba,FreezingUnexposed
Aerangis confusa,FreezingUnexposed
Aerangis kirkii,FreezingExposed
Aerangis kotschyana,FreezingUnexposed
Aerangis somalensis,FreezingUnexposed
Aerva javanica,FreezingExposed
Aeschynomene americana,FreezingUnexposed
Aeschynomene indica,FreezingExposed
Aesculus assamica,FreezingUnexposed
Aesculus californica,FreezingExposed
Aesculus chinensis,FreezingExposed
Aesculus flava,FreezingExposed
Aesculus georgiana,FreezingExposed
Aesculus glabra,FreezingExposed
Aesculus hippocastanum,FreezingExposed
Aesculus indica,FreezingExposed
Aesculus octandra,FreezingExposed
Aesculus parryi,FreezingUnexposed
Aesculus parviflora,FreezingExposed
Aesculus pavia,FreezingExposed
Aesculus sylvatica,FreezingExposed
Aesculus turbinata,FreezingExposed
Aetheorhiza bulbosa,FreezingExposed
Aethionema saxatile,FreezingExposed
Aethusa cynapium,FreezingExposed
Aetoxylon sympetalum,FreezingUnexposed
Aextoxicon punctatum,FreezingExposed
Aframomum angustifolium,FreezingUnexposed
Aframomum daniellii,FreezingUnexposed
Aframomum strobilaceum,FreezingUnexposed
Afrocanthium mundianum,FreezingUnexposed
Afrocarpus usambarensis,FreezingUnexposed
Afrormosia angolensis,FreezingUnexposed
Afrormosia laxiflora,FreezingExposed
Afrosersalisia afzelii,FreezingUnexposed
Afrostyrax lepidophyllus,FreezingUnexposed
Afzelia africana,FreezingExposed
Afzelia bella,FreezingUnexposed
Afzelia bipindensis,FreezingUnexposed
Afzelia bracteata,FreezingUnexposed
Afzelia javanica,FreezingUnexposed
Afzelia pachyloba,FreezingUnexposed
Afzelia parviflora,FreezingUnexposed
Afzelia quanzensis,FreezingUnexposed
Afzelia rhomboidea,FreezingUnexposed
Agalinis acuta,FreezingExposed
Agalinis aphylla,FreezingUnexposed
Agalinis auriculata,FreezingExposed
Agalinis fasciculata,FreezingExposed
Agalinis heterophylla,FreezingExposed
Agalinis linifolia,FreezingExposed
Agalinis obtusifolia,FreezingExposed
Agalinis setacea,FreezingExposed
Agalinis tenuifolia,FreezingExposed
Agalmyla parasitica,FreezingUnexposed
Agapanthus africanus,FreezingUnexposed
Agapanthus campanulatus,FreezingExposed
Agapanthus inapertus,FreezingExposed
Agapanthus praecox,FreezingExposed
Agarista bracamorensis,FreezingUnexposed
Agarista duckei,FreezingUnexposed
Agarista populifolia,FreezingUnexposed
Agarista pulchella,FreezingUnexposed
Agarista salicifolia,FreezingUnexposed
Agarista uleana,FreezingUnexposed
Agastache foeniculum,FreezingExposed
Agastache micrantha,FreezingExposed
Agastache nepetoides,FreezingExposed
Agastache rugosa,FreezingExposed
Agastache scrophulariifolia,FreezingExposed
Agastache urticifolia,FreezingExposed
Agastachys odorata,FreezingExposed
Agathis alba,FreezingUnexposed
Agathis atropurpurea,FreezingUnexposed
Agathis australis,FreezingUnexposed
Agathis borneensis,FreezingUnexposed
Agathis corbassonii,FreezingUnexposed
Agathis dammara,FreezingExposed
Agathis labillardierei,FreezingUnexposed
Agathis lanceolata,FreezingUnexposed
Agathis macrophylla,FreezingUnexposed
Agathis microstachya,FreezingUnexposed
Agathis montana,FreezingExposed
Agathis moorei,FreezingUnexposed
Agathis ovata,FreezingUnexposed
Agathis robusta,FreezingUnexposed
Agathosma ovata,FreezingExposed
Agauria salicifolia,FreezingUnexposed
Agave americana,FreezingUnexposed
Agave angustiarum,FreezingUnexposed
Agave atrovirens,FreezingUnexposed
Agave attenuata,FreezingExposed
Agave celsii,FreezingUnexposed
Agave chrysantha,FreezingExposed
Agave filifera,FreezingExposed
Agave ghiesbreghtii,FreezingUnexposed
Agave havardiana,FreezingExposed
Agave karwinskii,FreezingUnexposed
Agave kerchovei,FreezingUnexposed
Agave lecheguilla,FreezingUnexposed
Agave lechuguilla,FreezingExposed
Agave macroacantha,FreezingUnexposed
Agave marmorata,FreezingUnexposed
Agave missionum,FreezingUnexposed
Agave palmeri,FreezingExposed
Agave parryi,FreezingExposed
Agave potatorum,FreezingExposed
Agave salmiana,FreezingUnexposed
Agave schottii,FreezingExposed
Agave striata,FreezingUnexposed
Agave stricta,FreezingExposed
Agave tequilana,FreezingUnexposed
Agave vivipara,FreezingUnexposed
Agave xylonacantha,FreezingUnexposed
Agelaea obliqua,FreezingUnexposed
Agelaea paradoxa,FreezingUnexposed
Agelaea pentagyna,FreezingUnexposed
Agelaea poggeana,FreezingUnexposed
Agelaea rubiginosa,FreezingUnexposed
Agelaea trifolia,FreezingUnexposed
Agelanthus subulatus,FreezingUnexposed
Ageratina dendroides,FreezingUnexposed
Ageratina riparia,FreezingUnexposed
Ageratum conyzoides,FreezingUnexposed
Ageratum houstonianum,FreezingExposed
Aglaia agglomerata,FreezingUnexposed
Aglaia argentea,FreezingUnexposed
Aglaia aspera,FreezingUnexposed
Aglaia australiensis,FreezingUnexposed
Aglaia cordata,FreezingUnexposed
Aglaia cucullata,FreezingUnexposed
Aglaia edulis,FreezingUnexposed
Aglaia elaeagnoidea,FreezingUnexposed
Aglaia elliptica,FreezingUnexposed
Aglaia elliptifolia,FreezingUnexposed
Aglaia exstipulata,FreezingUnexposed
Aglaia forbesii,FreezingUnexposed
Aglaia grandis,FreezingUnexposed
Aglaia griffithii,FreezingUnexposed
Aglaia hiernii,FreezingUnexposed
Aglaia lawii,FreezingUnexposed
Aglaia leptantha,FreezingUnexposed
Aglaia leucophylla,FreezingUnexposed
Aglaia luzoniensis,FreezingUnexposed
Aglaia macrocarpa,FreezingUnexposed
Aglaia malaccensis,FreezingUnexposed
Aglaia multinervis,FreezingUnexposed
Aglaia odorata,FreezingUnexposed
Aglaia odoratissima,FreezingUnexposed
Aglaia pachyphylla,FreezingUnexposed
Aglaia perviridis,FreezingUnexposed
Aglaia roxburghiana,FreezingUnexposed
Aglaia rubescens,FreezingUnexposed
Aglaia saltatorum,FreezingUnexposed
Aglaia sapindina,FreezingUnexposed
Aglaia silvestris,FreezingUnexposed
Aglaia simplicifolia,FreezingUnexposed
Aglaia spectabilis,FreezingUnexposed
Aglaia subcuprea,FreezingUnexposed
Aglaia tenuicaulis,FreezingUnexposed
Aglaia tomentosa,FreezingUnexposed
Agonandra brasiliensis,FreezingUnexposed
Agonandra excelsa,FreezingUnexposed
Agonandra macrocarpa,FreezingUnexposed
Agonandra peruviana,FreezingUnexposed
Agonandra racemosa,FreezingUnexposed
Agonandra silvatica,FreezingUnexposed
Agonis flexuosa,FreezingUnexposed
Agonis theiformis,FreezingUnexposed
Agoseris retrorsa,FreezingExposed
Agrimonia eupatoria,FreezingExposed
Agrimonia gryposepala,FreezingExposed
Agrimonia parviflora,FreezingExposed
Agrimonia procera,FreezingExposed
Agriophyllum squarrosum,FreezingExposed
Agropyron caninum,FreezingExposed
Agropyron ciliare,FreezingExposed
Agropyron cristatum,FreezingExposed
Agropyron intermedium,FreezingExposed
Agropyron junceiforme,FreezingExposed
Agropyron mayebaranum,FreezingUnexposed
Agropyron michnoi,FreezingExposed
Agropyron pectinatum,FreezingExposed
Agropyron pungens,FreezingExposed
Agropyron repens,FreezingExposed
Agropyron scabrum,FreezingExposed
Agropyron sibiricum,FreezingExposed
Agropyron smithii,FreezingExposed
Agropyron spicatum,FreezingExposed
Agrostemma githago,FreezingExposed
Agrostis aemula,FreezingExposed
Agrostis agrostiflora,FreezingExposed
Agrostis alba,FreezingExposed
Agrostis alpina,FreezingExposed
Agrostis avenacea,FreezingExposed
Agrostis billardierei,FreezingUnexposed
Agrostis canina,FreezingExposed
Agrostis capillaris,FreezingExposed
Agrostis castellana,FreezingExposed
Agrostis dyeri,FreezingExposed
Agrostis elliottiana,FreezingExposed
Agrostis gigantea,FreezingExposed
Agrostis glabra,FreezingExposed
Agrostis hyemalis,FreezingExposed
Agrostis magellanica,FreezingExposed
Agrostis mertensii,FreezingExposed
Agrostis montevidensis,FreezingExposed
Agrostis muelleriana,FreezingExposed
Agrostis muscosa,FreezingExposed
Agrostis nigritella,FreezingExposed
Agrostis pallescens,FreezingExposed
Agrostis perennans,FreezingExposed
Agrostis personata,FreezingExposed
Agrostis petriei,FreezingExposed
Agrostis pilosula,FreezingExposed
Agrostis rupestris,FreezingExposed
Agrostis scabra,FreezingExposed
Agrostis schleicheri,FreezingExposed
Agrostis schraderiana,FreezingExposed
Agrostis stolonifera,FreezingExposed
Agrostis stricta,FreezingExposed
Agrostis subulata,FreezingExposed
Agrostis tenuis,FreezingExposed
Agrostis trinii,FreezingExposed
Agrostis vinealis,FreezingExposed
Agrostistachys borneensis,FreezingUnexposed
Agrostistachys gaudichaudii,FreezingUnexposed
Agrostocrinum scabrum,FreezingUnexposed
Aidia densiflora,FreezingUnexposed
Aidia genipiflora,FreezingUnexposed
Aidia micrantha,FreezingUnexposed
Aidia ochroleuca,FreezingUnexposed
Aidia racemosa,FreezingUnexposed
Ailanthus altissima,FreezingExposed
Ailanthus glandulosa,FreezingExposed
Ailanthus integrifolia,FreezingUnexposed
Ailanthus peekelii,FreezingUnexposed
Ailanthus triphysa,FreezingUnexposed
Ainsliaea fragrans,FreezingUnexposed
Aiouea dubia,FreezingUnexposed
Aiouea grandifolia,FreezingUnexposed
Aiouea guianensis,FreezingUnexposed
Aiouea impressa,FreezingUnexposed
Aiouea saligna,FreezingUnexposed
Aiphanes minima,FreezingUnexposed
Aira caryophyllea,FreezingExposed
Aira cupaniana,FreezingExposed
Aira elegantissima,FreezingExposed
Aira praecox,FreezingExposed
Aistopetalum viticoides,FreezingUnexposed
Ajania fruticulosa,FreezingExposed
Ajania tibetica,FreezingExposed
Ajuga australis,FreezingExposed
Ajuga chamaepitys,FreezingExposed
Ajuga ciliata,FreezingExposed
Ajuga decumbens,FreezingExposed
Ajuga genevensis,FreezingExposed
Ajuga integrifolia,FreezingUnexposed
Ajuga orientalis,FreezingExposed
Ajuga pyramidalis,FreezingExposed
Ajuga reptans,FreezingExposed
Akania bidwillii,FreezingUnexposed
Alangium chinense,FreezingExposed
Alangium griffithii,FreezingUnexposed
Alangium grisolleoides,FreezingUnexposed
Alangium javanicum,FreezingUnexposed
Alangium kurzii,FreezingExposed
Alangium longiflorum,FreezingUnexposed
Alangium platanifolium,FreezingExposed
Alangium premnifolium,FreezingExposed
Alangium rotundifolium,FreezingUnexposed
Alangium salviifolium,FreezingUnexposed
Alangium villosum,FreezingUnexposed
Alangium vitiense,FreezingUnexposed
Alantsilodendron alluaudianum,FreezingUnexposed
Alantsilodendron pilosum,FreezingUnexposed
Alberta magna,FreezingUnexposed
Alberta minor,FreezingUnexposed
Albizia acle,FreezingUnexposed
Albizia adianthifolia,FreezingUnexposed
Albizia amara,FreezingUnexposed
Albizia anthelmintica,FreezingUnexposed
Albizia antunesiana,FreezingUnexposed
Albizia brevifolia,FreezingUnexposed
Albizia chevalieri,FreezingUnexposed
Albizia chinensis,FreezingUnexposed
Albizia coriaria,FreezingUnexposed
Albizia dinklagei,FreezingUnexposed
Albizia falcata,FreezingUnexposed
Albizia falcataria,FreezingUnexposed
Albizia ferruginea,FreezingUnexposed
Albizia glaberrima,FreezingUnexposed
Albizia grandibracteata,FreezingUnexposed
Albizia guachapele,FreezingUnexposed
Albizia gummifera,FreezingUnexposed
Albizia harveyi,FreezingUnexposed
Albizia intermedia,FreezingUnexposed
Albizia inundata,FreezingUnexposed
Albizia julibrissin,FreezingExposed
Albizia kalkora,FreezingExposed
Albizia lebbeck,FreezingUnexposed
Albizia lebbek,FreezingExposed
Albizia lebbekoides,FreezingUnexposed
Albizia lucida,FreezingUnexposed
Albizia lucidior,FreezingUnexposed
Albizia malacophylla,FreezingUnexposed
Albizia niopoides,FreezingUnexposed
Albizia odoratissima,FreezingUnexposed
